"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
"68025, Colmar Cedex, France";"25349953";"W";"Forêt communale de Colmar";NA;NA;"68125";"Houssen";"Grand Est";"France";"landuse";"forest";7,37619201995433;48,1451305;NA
"78 135, Les Mureaux Cedex, France";"5968776977";"N";NA;"135";"Rue de la Haye";"78130";"Les Mureaux";"Ile-de-France";"France";"place";"house";1,896659;48,994189;NA
"TF10 8NB, Shropshire, United Kingdom";"247946594";"W";"Shropshire Union Canal Newport Branch";NA;NA;"TF10 8DE";"Stafford";"England";"United Kingdom";"waterway";"derelict_canal";-2,35462;52,7893549;NA
"FK1 4RS, Falkirk, United Kingdom";"36006228";"W";"Lime Road";NA;NA;"FK1 4RS";"Larbert";"Scotland";"United Kingdom";"highway";"residential";-3,834585;55,9987185;NA
", Clonmel, County Tipperary, Ireland";"6855423";"R";"Clonmel";NA;NA;NA;NA;NA;"Ireland";"place";"town";-7,703889;52,355;NA
"59600, Maubeuge, France";"40726600";"W";"Gare de Maubeuge";NA;"Place de la Gare";"59600";"Maubeuge";"Nord-Pas-de-Calais and Picardy";"France";"building";"yes";3,96653042955145;50,2728647;NA
"G4 9SP, Glasgow, United Kingdom";"195808139";"W";"Linn Crematorium";NA;"Lainshaw Drive";"G45 9SP";"Glasgow";"Scotland";"United Kingdom";"amenity";"crematorium";-4,25998004513041;55,8020922;NA
"EC4M 7JU, London, United Kingdom";"99951411";"W";"Pilgrim Street";NA;NA;"EC4M 7JU";"City of London";"England";"United Kingdom";"highway";"unclassified";-0,1027936;51,5137532;NA
"MK9 1EQ, Milton Keynes, United Kingdom";"20455353";"N";"Milton Keynes";NA;NA;"MK9 3PD";NA;"England";"United Kingdom";"place";"town";-0,7589607;52,0429797;NA
"62030, ARRAS, France";"1121015";"R";"Arras";NA;NA;"62000";NA;"Nord-Pas-de-Calais and Picardy";"France";"place";"town";2,7772211;50,291048;NA
"6706 KN, Wageningen, Netherlands";"25340132";"W";"Mansholtlaan";NA;NA;"6706KN";"Wageningen";"Gelderland";"The Netherlands";"highway";"primary";5,6752763;51,9818518;NA
"KT1 2DN, Kingston-upon-Thames, United Kingdom";"701379193";"N";"Kingston upon Thames";NA;NA;"KT1 1JS";"London";"England";"United Kingdom";"place";"town";-0,3062621;51,4096275;NA
"44135, Dortmund, Germany";"25293125";"N";"Dortmund";NA;NA;"44135";"Dortmund";"North Rhine-Westphalia";"Germany";"place";"city";7,4652789;51,5142273;NA
"SE1 2AA, London, United Kingdom";"262748981";"W";"Winns Common";NA;"Winn Common Road";"SE18 2AA";"London";"England";"United Kingdom";"leisure";"common";0,0947826922404439;51,48218075;NA
"D-60329, Frankfurt am Main, Germany";"30221936";"N";"Frankfurt am Main Airport Long distance trains";NA;"Am Flughafen";"60549";"Frankfurt am Main";"Hesse";"Germany";"railway";"station";8,5699146;50,0529322;NA
"L-2341, Luxembourg, Luxembourg";"295684747";"W";"Place des Martyrs";NA;NA;"2341";"Luxembourg";NA;"Luxembourg";"highway";"pedestrian";6,1289229;49,6048798;NA
", Amsterdam, Netherlands";"47811";"R";"Amsterdam";NA;NA;NA;NA;"North Holland";"The Netherlands";"place";"city";4,8936041;52,3727598;NA
"SW1P 4RR, London, United Kingdom";"168255403";"W";"Vauxhall Bridge";NA;NA;"SW1P 4RR";"London";"England";"United Kingdom";"highway";"trunk";-0,1273075;51,487739;NA
"FY4 1EW, Blackpool UK, United Kingdom";"162590644";"W";"Blackpool Pleasure Beach";NA;"Watson Road";"FY4 1EZ";"Blackpool";"England";"United Kingdom";"tourism";"theme_park";-3,05546650319374;53,79069395;NA
"FY1 1NA, Blackpool, United Kingdom";"5527648921";"N";"Blackpool";NA;NA;"FY1 1HE";NA;"England";"United Kingdom";"place";"town";-3,0564845;53,8182212;NA
"59880, Saint Saulve, France";"53418";"R";"Saint-Saulve";NA;NA;"59880";NA;"Nord-Pas-de-Calais and Picardy";"France";"place";"town";3,5610495;50,3725758;NA
"34109, Kassel, Germany";"1583294719";"N";"Kassel";NA;NA;"34121";"Kassel";"Hesse";"Germany";"place";"city";9,4762981;51,3090209;NA
"8630, Veurne, Belgium";"2242984";"R";"Veurne";NA;NA;"8630";"Veurne";"Flanders";"Belgium";"boundary";"administrative";2,65488582372384;51,071043;NA
"8670, Koksijde, Belgium";"1487782";"R";"Koksijde";NA;NA;"8670";NA;"Flanders";"Belgium";"place";"town";2,6500232;51,1064194;NA
"NL-3511 EP, Utrecht, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"NL-6512 AB, Nijmegen, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"6521 AA, Nijmegen, Netherlands";"49968667";"W";"Prins Bernhardstraat";NA;NA;"6521AA";"Nijmegen";"Gelderland";"The Netherlands";"highway";"tertiary";5,866729;51,8416659;NA
"76067, LE HARVE Cedex, France";"6184307032";"N";"Harley Davidson";NA;"Rue du Docteur Piasceki";"760071";"Le Havre";"Normandy";"France";"shop";"motorcycle";0,1391245;49,4937383;NA
"B-1200, Belgium, Belgium";"52411";"R";"Belgium";NA;NA;NA;NA;NA;"Belgium";"place";"country";4,6667145;50,6402809;NA
"76131, Karslruhe, Germany";"44364103";"W";"Federal Constitutional Court of Germany";"3";"Schlossbezirk";"76131";"Karlsruhe";"Baden-Württemberg";"Germany";"amenity";"courthouse";8,40128501388388;49,01268895;NA
"OX1 2BQ, Oxford, United Kingdom";"3083127";"W";"George Street";NA;NA;"OX1 2BQ";"Oxford";"England";"United Kingdom";"highway";"residential";-1,2633291;51,7535912;NA
"PH1 5PH, Perth, United Kingdom";"136611040";"W";"Allt Mor Crescent";NA;NA;"PH16 5PH";"Kinloch Rannoch";"Scotland";"United Kingdom";"highway";"residential";-4,1860395;56,7016041;NA
"D - 44227, Dortmund, Germany";"53621719";"W";"TE Connectivity Sensors Germany GmbH";"13";"Hauert";"44227";"Dortmund";"North Rhine-Westphalia";"Germany";"building";"yes";7,4013556501745;51,4891656;NA
"PH1 5EN, Perth, United Kingdom";"55681141";"W";"Perth Congregational Church";NA;"Kinnoull Street";"PH1 5EN";"Perth";"Scotland";"United Kingdom";"amenity";"place_of_worship";-3,43284296049193;56,3978198;NA
"1035, Brussels, Belgium";"54094";"R";"Brussels-Capital";NA;NA;NA;NA;NA;"Belgium";"boundary";"administrative";4,3757089648193;50,83881145;NA
"76000, ROUEN, France";"2076751841";"N";"Rouen Rive-Droite";"1";"Rue Jeanne d'Arc";"76000";"Rouen";"Normandy";"France";"railway";"station";1,0941554;49,4490102;NA
"75010, PARIS, France";"9528";"R";"10th Arrondissement";NA;NA;"75010";"Paris";"Ile-de-France";"France";"boundary";"administrative";2,36044180360432;48,87600805;NA
"WC1H 8NG, London, United Kingdom";"153485385";"W";"University of the Arts London";"272";"High Holborn";"WC1V 6EA";"London";"England";"United Kingdom";"amenity";"university";-0,116388847605798;51,5176423;NA
"6269 ZG, Margraten, Netherlands";"274540598";"W";"Netherlands American Memorial";NA;"Hoogsteeg";"6269AX";"Eijsden-Margraten";"Limburg";"The Netherlands";"historic";"monument";5,80465509529962;50,81759395;NA
", Tullamore, Co Offaly, Ireland";"52222587";"N";"Tullamore";NA;NA;NA;NA;NA;"Ireland";"place";"town";-7,4928384;53,2743191;NA
"3970 AC, Driebergen-Rijsenburg, Netherlands";"30791397";"W";"Acacialaan";NA;NA;"3971RC";"Utrechtse Heuvelrug";"Utrecht";"The Netherlands";"highway";"residential";5,2747466;52,0611736;NA
"SN6 8LA, Shrivenham, United Kingdom";"62070391";"W";"Defence Academy Golf Course";NA;"Beckett Drive";"SN6 8LA";"Vale of White Horse";"England";"United Kingdom";"leisure";"golf_course";-1,63854855271999;51,6007369;NA
"91190, Saint-Aubin, France";"53800";"R";"Saint-Aubin";NA;NA;"91190";NA;"Ile-de-France";"France";"place";"village";2,1405022;48,7150991;NA
"GU14 6FD, Farnborough, United Kingdom";"50132725";"W";"Hall Road";NA;NA;"GU14 6FD";"Rushmoor";"England";"United Kingdom";"highway";"service";-0,7562219;51,2844119;NA
"44966, NANTES cedex 9, France";"230241280";"W";"CEMEX Bétons";NA;NA;"92000";"Nanterre";"Ile-de-France";"France";"landuse";"industrial";2,17163541144286;48,8961778;NA
"SN2 2NA, Swindon, United Kingdom";"143436969";"W";"National Trust Headquarters";NA;"Kemble Drive";"SN2 2NA";"Swindon";"England";"United Kingdom";"building";"yes";-1,79706553272651;51,5639102;NA
"35042, RENNES Cédex, France";"334613473";"W";"Métro Rennes Ligne a";NA;"Allée de la Flume";"35043";"Rennes";"Brittany";"France";"railway";"subway";-1,6933994;48,1215446;NA
"66117, Saarbrücken, Germany";"31283099";"W";"Saarbrücken Airport";NA;"Balthasar-Goldstein-Straße";"66131";"Saarbrücken";"Saarland";"Germany";"aeroway";"aerodrome";7,11236193243544;49,2166001;NA
"YO10 5DG, YORK, United Kingdom";"330029400";"W";"Alcuin Way";NA;NA;"YO10 5DG";"Heslington";"England";"United Kingdom";"highway";"unclassified";-1,0478141;53,9488457;NA
"1630, LINKEBEEK, Belgium";"78808";"R";"Linkebeek";NA;NA;"1630";NA;"Flanders";"Belgium";"place";"village";4,3359991;50,7732003;NA
"PA37 1QA, Oban, United Kingdom";"26238533";"N";"Oban";NA;NA;"PA34 5PX";NA;"Scotland";"United Kingdom";"place";"town";-5,4734688;56,415695;NA
"8200 AK, Lelystad, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"22610, PLEUBIAN, France";"399698";"R";"Pleubian";NA;NA;"22610";NA;"Brittany";"France";"place";"village";-3,138518;48,841766;NA
"B-1000, Brussels, Belgium";"4413902500";"N";"Belgium Copy";"132-136";"Boulevard Anspach - Anspachlaan";"1000";"Ville de Bruxelles - Stad Brussel";"Brussels-Capital";"Belgium";"shop";"copyshop";4,3482287;50,8466964;NA
"3630, Maasmechelen, Belgium";"49176425";"W";"Maasmechelen Village";"100";NA;"3630";"Maasmechelen";"Flanders";"Belgium";"landuse";"retail";5,70721260353806;51,00183635;NA
"CF42 5PE, Treherbert, United Kingdom";"114081256";"N";"Treherbert";NA;"Station Street";"CF42 5HT";"Treherbert";"Wales";"United Kingdom";"railway";"station";-3,5361987;51,6721007;NA
"SE11 5NH, London, United Kingdom";"25503961";"N";"New Economics Foundation";"3";"Jonathan Street";"SE11 5NH";"London";"England";"United Kingdom";"place";"house";-0,1195791;51,4898196;NA
"SW2 1RW, London, United Kingdom";"107775";"N";"London";NA;NA;"SW1A 2DU";"London";"England";"United Kingdom";"place";"city";-0,1276474;51,5073219;NA
"1051 JL, Amsterdam, Netherlands";"1688842867";"N";"OT301";NA;"Overtoom";"1054JL";"Amsterdam";"North Holland";"The Netherlands";"amenity";"pub";4,8655588;52,3601143;NA
"1093 NG, Amsterdam, Netherlands";"463625743";"W";"Waldenlaan";NA;NA;"1093NG";"Amsterdam";"North Holland";"The Netherlands";"highway";"pedestrian";4,9296165;52,3567796;NA
"44006, Nantes cedex 1, France";"6742735";"R";"Muséum d'Histoire Naturelle";"12";"Rue Voltaire";"44000";"Nantes";"Pays de la Loire";"France";"tourism";"museum";-1,56470286492504;47,2125868;NA
"SA48 7ED, Lampeter, Ceredigion, Wales, United Kingdom";"322578657";"W";"AWE Lampeter Seismic Station";NA;NA;"SA48 7DX";"Lampeter";"Wales";"United Kingdom";"landuse";"military";-4,07088258874746;52,1134039;NA
"5298 AH, Liempde, Netherlands";"7173676";"W";"Keefheuvel";NA;NA;"5298AH";"Boxtel";"North Brabant";"The Netherlands";"highway";"unclassified";5,3750706;51,56949;NA
"5090 AA, Middelbeers, Netherlands";"7192448";"W";"Margrietplein";NA;NA;"5091AA";"Oirschot";"North Brabant";"The Netherlands";"highway";"residential";5,24807;51,46735;NA
"7241 AA, Lochem, Netherlands";"318994469";"W";"Markt";NA;NA;"7241AA";"Lochem";"Gelderland";"The Netherlands";"highway";"pedestrian";6,4150464;52,1618871;NA
"D-35032, Marburg, Germany";"434417629";"N";"Archivschule Marburg";"32";"Bismarckstraße";"35037";"Marburg";"Hesse";"Germany";"amenity";"university";8,7639282;50,8034889;NA
", Cahersiveen, Co. Kerry, Ireland";"1419136598";"N";"Cahersiveen";NA;NA;NA;NA;NA;"Ireland";"place";"town";-10,2238403;51,9471727;NA
"53000, Laval Cedex, France";"393284";"R";"Laval";NA;NA;"53000";NA;"Pays de la Loire";"France";"place";"town";-0,7723499;48,0710377;NA
"53000, Laval, France";"393284";"R";"Laval";NA;NA;"53000";NA;"Pays de la Loire";"France";"place";"town";-0,7723499;48,0710377;NA
"WC1E 6BT, London, United Kingdom";"2444698231";"N";NA;NA;NA;"WC1E 6BT";"London";"England";"United Kingdom";"place";"postcode";-0,13477;51,5246649;NA
"51643, Gummersbach, Germany";"88245043";"W";"Gummersbach";NA;NA;"51643";"Gummersbach";"North Rhine-Westphalia";"Germany";"waterway";"stream";7,5580079;51,0343341;NA
"6100, Perugia, Italy";"42278";"R";"Perugia";NA;NA;NA;NA;"Umbria";"Italy";"place";"city";12,3890104;43,1119613;NA
"LD1 5LG, Llandrindod Wells, United Kingdom";"27161612";"W";"Cefnllys Lane";NA;NA;"LD1 5LD";"Llandrindod Wells";"Wales";"United Kingdom";"highway";"residential";-3,3744224;52,2395342;NA
"11012, COGNE (AO), Italy";"45209";"R";"Cogne";NA;NA;"11012";NA;"Aosta Valley";"Italy";"place";"village";7,3560226;45,6087425;NA
"5000, VELIKO TARNOVO, Bulgaria";"31058195";"N";"Veliko Tarnovo";NA;NA;"5000";NA;NA;"Bulgaria";"place";"city";25,6321312;43,0820584;NA
"10134, Turin, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"YO51 9NE, Boroughbridge, United Kingdom";"29542556";"N";"Boroughbridge";NA;NA;"YO51 9AS";NA;"England";"United Kingdom";"place";"town";-1,3947113;54,0943398;NA
"GR 35100, LAMIA, Greece";"286542728";"N";"Lamia";NA;NA;"35100";NA;"Thessaly - Central Greece";"Greece";"place";"city";22,4341691;38,9004584;NA
"GR 71409, HERAKLION, CRETE, Greece";"2187393";"R";"Heraklion Municipality";NA;NA;NA;NA;"Crete";"Greece";"boundary";"administrative";25,0783536971633;35,2500639;NA
"1678, Nicosia, Cyprus";"1893015330";"N";"Nicosia";NA;NA;"1011";NA;"Cyprus";"Cyprus";"place";"city";33,364726;35,1739302;NA
"90-051, Lodz, Poland";"103273339";"W";"Kościół Najświętszego Serca Jezusowego";"60";"Henryka Sienkiewicza";"90-057";"Łódź";"Łódź Voivodeship";"Poland";"amenity";"place_of_worship";19,4639386369741;51,7611032;NA
"GR 71202, HERAKLION, CRETE, Greece";"2187393";"R";"Heraklion Municipality";NA;NA;NA;NA;"Crete";"Greece";"boundary";"administrative";25,0783536971633;35,2500639;NA
"6800, Badajoz, Spain";"342316";"R";"Badajoz";NA;NA;NA;NA;"Extremadura";"Spain";"place";"city";-6,9702048;38,8780585;NA
", Clonmel, Co. Tipperary, Ireland";"6855423";"R";"Clonmel";NA;NA;NA;NA;NA;"Ireland";"place";"town";-7,703889;52,355;NA
"6800, GX Arnhem, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"8000, GB Zwolle, Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"65186, Karlstad, Sweden";"274547703";"W";"Karlstad Airport";NA;NA;"651 11";"Karlstad";"Värmland County";"Sweden";"aeroway";"aerodrome";13,3379800443064;59,4431079;NA
"68296, Marijampolė, Lithuania";"1343618";"R";"Marijampolė";NA;NA;NA;NA;"Marijampole County";"Lithuania";"place";"town";23,3503665;54,5562536;NA
"90015, City of Oulu, Finland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"20122, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"LT09601, Vilnius, Lithuania";"1529146";"R";"Vilnius";NA;NA;NA;NA;"Vilnius County";"Lithuania";"place";"city";25,2829111;54,6870458;NA
"41-709, Ruda Śląska, Poland";"475555429";"N";"Ruda";NA;NA;"41-700";"Ruda Śląska";"Silesian Voivodeship";"Poland";"place";"suburb";18,8529848;50,3137908;NA
"D8, Dublin, Ireland";"287091967";"W";"Monkstown Castle";NA;"Mounttown Road Upper";"A96 D850";"Dún Laoghaire";NA;"Ireland";"historic";"castle";-6,15051961481893;53,28903945;NA
"1432, ÅS, Norway";"134141026";"W";"Cummins Norway AS";NA;NA;"1433";"Brønnerud";"Akershus";"Norway";"landuse";"commercial";10,7489568760113;59,66945265;NA
"10095, GRUGLIASCO (Torino), Italy";"44143";"R";"Grugliasco";NA;NA;NA;NA;"Piemont";"Italy";"place";"town";7,57762;45,068046;NA
"20099, Sesto san Giovanni (MI), Italy";"45245";"R";"Sesto San Giovanni";NA;NA;"20099";NA;"Lombardy";"Italy";"place";"town";9,2376549;45,5357218;NA
"610125, Piatra Neamt, Romania";"284793362";"W";"ADR Nord-Est";"9";"Strada Drăghescu, Locotenent";"610125";"Piatra Neamț";"Neamț";"Romania";"office";"administrative";26,366065982137;46,92675645;NA
"1 0 0 0, Ljubljana, Slovenia";"2623844242";"N";"Embassy of Slovenia to the Holy See";"10";"Via della Conciliazione";"00193";"Rome";"Lazio";"Italy";"amenity";"embassy";12,4627432;41,9025784;NA
"10209, Vilnius, Lithuania";"1529146";"R";"Vilnius";NA;NA;NA;NA;"Vilnius County";"Lithuania";"place";"city";25,2829111;54,6870458;NA
"00-099, Warszawa, Poland";"2976004742";"N";"Teatr Żydowski";"35";"Senatorska";"00-099";"Warsaw";"Masovian Voivodeship";"Poland";"amenity";"theatre";21,0053653;52,2426951;NA
"50013, Bucuresti, Romania";"96209423";"N";"Bucharest";NA;NA;"010051";NA;"Bucharest";"Romania";"place";"city";26,1027202;44,4361414;NA
"75009, Paris, France";"1427128332";"N";"Théâtre de Paris";NA;"Rue Blanche";"75009";"Paris";"Ile-de-France";"France";"amenity";"theatre";2,3313946;48,8785619;NA
"61-713, Poznań, Poland";"189813074";"W";"Pomnik Armii „Poznań”";NA;"Księcia Józefa";"61-719";"Poznań";"Greater Poland Voivodeship";"Poland";"historic";"memorial";16,9303300733352;52,41515415;NA
"H-1068, Budapest, Hungary";"1000043029";"N";"Deloitte Hungary";"84";"Dózsa György út";"1068";"Budapest";"Central Hungary";"Hungary";"office";"company";19,0789773;47,5124624;NA
"37, Oslo, Norway";"5865549279";"N";"Dale Norway";"37-43";"Karl Johans gate";"0162";"Oslo";"Oslo";"Norway";"shop";"clothes";10,7368523;59,914515;NA
"182, Rome, Italy";"41485";"R";"Rome";NA;NA;NA;NA;"Lazio";"Italy";"place";"city";12,4853384;41,894802;NA
"402 22, Gothenburg, Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"6227, Vallauris, France";"74689";"R";"Vallauris";NA;NA;"06220";NA;"Provence-Alpes-Côte d'Azur";"France";"place";"town";7,05859;43,5761001;NA
"401184, Turda, Romania";"464274170";"W";"Turda";NA;NA;NA;NA;"Cluj";"Romania";"place";"city";23,7893861204712;46,5660632;NA
"65127, Pescara, Italy";"42014";"R";"Pescara";NA;NA;NA;NA;"Abruzzo";"Italy";"place";"city";14,2059269;42,469613;NA
"9225, Velika Polana, Slovenia";"1676366";"R";"Velika Polana";NA;NA;"9225";NA;NA;"Slovenia";"place";"village";16,3405837;46,5737462;NA
"46361, Macastre, Spain";"1243453623";"N";"Cuatro Caminos";NA;NA;"46360";"Macastre";"Valencian Community";"Spain";"place";"locality";-0,7946898;39,3854824;NA
"37010, Milies, Greece";"1832426878";"N";"Milies";NA;NA;"81200";NA;"Aegean";"Greece";"place";"hamlet";26,4108783;38,9980029;NA
"4980-613, Ponte de Barca, Portugal";"25278429";"N";"Ponte da Barca";NA;NA;"4980-615";NA;"North";"Portugal";"place";"town";-8,416428;41,8076477;NA
"2461-501, Alcobaca, Portugal";"2942663922";"N";"Alcobaça";NA;NA;"2460-020";NA;"Centro";"Portugal";"place";"town";-8,9763396;39,5519199;NA
"1070-072, Lisboa, Portugal";"162489694";"W";"Mesquita Central de Lisboa";"2";"Rua da Mesquita";"1070-238";"Lisbon";"Área Metropolitana de Lisboa";"Portugal";"amenity";"place_of_worship";-9,15853685679189;38,7355655;NA
"65302, KAVALA, Greece";"137704920";"N";"Kavala";NA;NA;"65302";NA;"Macedonia - Thrace";"Greece";"place";"city";24,4122659;40,93689;NA
"03-472, Warsaw, Poland";"133082022";"W";"Smurfit Kappa Poland";NA;NA;"03-163";"Warsaw";"Masovian Voivodeship";"Poland";"landuse";"industrial";20,9792066492612;52,33356755;NA
"6229GA, Maastricht, Netherlands";"2078291";"R";"Maastricht";NA;NA;NA;NA;"Limburg";"The Netherlands";"place";"city";5,6909768;50,8512438;NA
"TS1 2XF, Middlesbrough, United Kingdom";"136461871";"W";"Middlesbrough College";NA;"Dock Street";"TS2 1QQ";"Middlesbrough";"England";"United Kingdom";"building";"yes";-1,22657663371391;54,58010605;NA
"25541, Brunsbüttel, Germany";"5490575";"R";"Brunsbüttel";NA;NA;"25541";"Brunsbüttel";"Schleswig-Holstein";"Germany";"boundary";"administrative";9,13640639894694;53,8958329;NA
"3100 AV, Schiedam, Netherlands";"2810128823";"N";NA;"3100";"Netherland Avenue";"10463";"New York City";"New York";"United States of America";"place";"house";-73,9116877;40,8824632;NA
"154, Roma, Italy";"41485";"R";"Rome";NA;NA;NA;NA;"Lazio";"Italy";"place";"city";12,4853384;41,894802;NA
"60550, Verneuil-en-Halatte, France";"142106";"R";"Verneuil-en-Halatte";NA;NA;"60550";NA;"Nord-Pas-de-Calais and Picardy";"France";"place";"village";2,5188916;49,273664;NA
"CZ-143 06, Prague 4, Czech Republic";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"80-761, Gdańsk, Poland";"359641760";"W";"Delphi Poland S.A.";NA;NA;"80-298";"Gdansk";"Pomeranian Voivodeship";"Poland";"landuse";"industrial";18,4835097452156;54,36765455;NA
"LT-91247, Klaipeda, Lithuania";"4829176422";"N";"Timber hangar ltd";"82";"Tilžės g.";"91101";"Klaipėda";"Klaipeda County";"Lithuania";"shop";"hardware";21,1913232;55,7026787;NA
"33213, Gijón, Spain";"28348859";"N";"Astillero IZAR Gijón";NA;NA;"33212";"Gijón/Xixón";"Principality of Asturias";"Spain";"waterway";"boatyard";-5,6870224;43,5438314;NA
"30175, Marghera - Venezia, Italy";"1252488738";"N";"Marghera";NA;NA;"30175";NA;"Veneto";"Italy";"place";"town";12,2247811;45,4758097;NA
"41015, Seville, Spain";"342563";"R";"Seville";NA;NA;NA;NA;"Andalusia";"Spain";"place";"city";-5,9953403;37,3886303;NA
