"Programme";"Acronym";"Project.Partner";"Lead.Partner";"Street";"Postal.code";"Town";"Country";"Website";"Department";"Legal.Status";"Country.code";"NUTS1..or.equivalent.";"NUTS2..or.equivalent.";"NUTS3..or.equivalent.";"location";"Postal.code2";"location2";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country.x";"osm_key";"osm_value";"lon.x";"lat.x";"msg";"lon.y";"lat.y";"type";"loctype";"north";"south";"east";"west";"locality";"country.y";"postal_code";"administrative_area_level_1";"SourceGeoCode";"TownLowerCase";"CountrySimplified";"CountryGeoCode";"CountryGeocodeSimplified"
"2007 - 2013 North Sea Region";"e-harbours movement";"City of Malmö";"No";"";"205 80";"Malmö";"Sweden";"http://www.northsearegion.eu/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 80, Malmö, Sweden";"20580";"Malmö, Sweden";"4005036900";"N";"Escuela Nro 80";NA;"Grito de Asencio";"20400";"San Carlos";"Maldonado";"Uruguay";"amenity";"school";-54,9218279;-34,7852792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 South East Europe";"DMCSEE";"HMS - Ministry for agriculture, forestry and water economy - Hydrometeorological Service";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.dmcsee.eu";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"ECOPORT8";"BarHCPA - PORT OF BAR Holding Company";"No";"";"85000";"Antivari";"Montenegro";"http://www.ecoport8.eu";"";"";"ME Montenegro / CRNA GORA";"ME0  / CRNA GORA";"ME00  / Crna Gora";"ME000  / Crna Gora";"85000, Antivari, Montenegro";"85000";"Antivari, Montenegro";"85896812";"W";"Rue du Monténégro";NA;NA;"85000";"La Roche-sur-Yon";"Pays de la Loire";"France";"highway";"residential";-1,4386842;46,6733284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"antivari";"Montenegro";"France";"France"
"2007 - 2013 South East Europe";"ENER - SUPPLY";"EA - Energy Agency of the Republic of Macedonia";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"G.S.R. Model";"UPATRAS - UNIVERSITY OF PATRAS, DEPARTMENT OF BUSINESS ADMINISTRATION";"No";"";"26500";"Rio";"Greece";"http://www.southeast-europe.net/en/projects/approved_projects/?id=95";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL6  / ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA)";"EL63  / Δυτική Ελλάδα (Dytiki Ellada)";"EL632  / Αχαΐα (Achaia)";"26500, Rio, Greece";"26500";"Rio, Greece";"621821926";"W";"Rio Guandu";NA;NA;"26600-000";"Paracambi";"Rio de Janeiro";"Brazil";"waterway";"river";-43,7035364;-22,6448576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"rio";"Greece";"Brazil";"Brazil"
"2007 - 2013 South East Europe";"INTERVALUE";"APERM - Agency for promotion of entrepreneurship of the Republic of Macedonia";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"SARMa";"ICMM - Independent Commission for Mines and Minerals";"No";"";"10000";"Prishtinë";"Serbia";"http://www.sarmaproject.eu";"";"";"XK  / Kosovo";"";"";"";"10000, Prishtinë, Serbia";"10000";"Prishtinë, Serbia";"326453233";"W";"Embassy of the United States in Pristina";NA;NA;"10000";"Pristina";"Municipality of Pristina";"Kosovo";"landuse";"construction";21,1414470687881;42,6559225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"prishtinë";"Serbia";"Kosovo";"Kosovo"
"2007 - 2013 South East Europe";"SEE HYDROPOWER";"ELEM - Macedonian Power Plants";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.seehydropower.eu";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"SEE-IFA Network";"FME - Faculty of Mechanical Engineering, University Ss. Cyril and Methodius";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"SEETAC";"Ministry of Transport and Communications of the Former Yugoslav Republic of Macedonia";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"WATERMODE";"LUKA BAR - Port of Bar";"No";"";"85000";"Antivari";"Montenegro";"http://www.southeast-europe.net/hu/";"";"";"ME Montenegro / CRNA GORA";"ME0  / CRNA GORA";"ME00  / Crna Gora";"ME000  / Crna Gora";"85000, Antivari, Montenegro";"85000";"Antivari, Montenegro";"85896812";"W";"Rue du Monténégro";NA;NA;"85000";"La Roche-sur-Yon";"Pays de la Loire";"France";"highway";"residential";-1,4386842;46,6733284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"antivari";"Montenegro";"France";"France"
"2007 - 2013 South East Europe";"Wide the SEE by Succ Mod";"MACEF - Macedonian Center for Energy Efficiency";"No";"";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"FINNO";"Agency for promotion of entrepreneurship of the Republic of Macedonia";"No";"Nikola Vapcarov 7";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"FINNO";"Ministry of Economy of the Republic of Macedonia";"No";"Jurij Gagarin 15";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"BIOREGIO Carpathians";"Ministry of the Environment of the Czech Republic";"No";"Vršovická 65";"100 10";"Prague";"Czech Republic";"http://www.southeast-europe.net/hu/";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ01  / Praha";"CZ010  / Hlavní město Praha";"100 10, Prague, Czech Republic";"10010";"Prague, Czech Republic";"469532491";"W";"The Embassy of the Czech Republic";"2";"Ritan Road";"100600";"Chaoyang";"Beijing";"China";"amenity";"embassy";116,435568449364;39,9095041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"prague";"Czech Republic";"China";"China"
"2007 - 2013 South East Europe";"ATTAC";"EPIVATIS - Greek Public Transport Users Association";"No";"Agion Asomaton 9";"105 53";"Athens";"Greece";"http://www.southeast-europe.net/hu/";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL3  / ATTIKΗ (ATTIKI)";"EL30  / Aττική (Attiki)";"EL303  / Κεντρικός Τομέας Αθηνών (Kentrikos Tomeas Athinon)";"105 53, Athens, Greece";"10553";"Athens, Greece";"21764433";"W";"County Road 53";NA;NA;"62608";"Athensville";"Illinois";"United States of America";"highway";"residential";-90,23188;39,469291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"athens";"Greece";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"ACCESS2MOUNTAIN";"Ministry of the Environment of the Czech Republic";"No";"Vršovická 65";"100 10";"Prague";"Czech Republic";"http://www.southeast-europe.net/hu/";"";"";"CZ Czech Republic / ČESKÁ REPUBLIKA";"CZ0  / ČESKÁ REPUBLIKA";"CZ01  / Praha";"CZ010  / Hlavní město Praha";"100 10, Prague, Czech Republic";"10010";"Prague, Czech Republic";"469532491";"W";"The Embassy of the Czech Republic";"2";"Ritan Road";"100600";"Chaoyang";"Beijing";"China";"amenity";"embassy";116,435568449364;39,9095041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"prague";"Czech Republic";"China";"China"
"2007 - 2013 South East Europe";"SEE Digi.TV";"Broadcasting Council of the Republic of Macedonia";"No";"Bul. Marks I Engels 3";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.see-digi.tv";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"CULTEMA";"Ministry of Culture of the Republic of Macedonia";"No";"Gjuro Gjakovik 61";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"CHERPLAN";"Ministry of Culture";"No";"Gjuro Gjakovik 61";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"ORIENTGATE";"Hydrometeoroloogical Service of Macedonia";"No";"ul. Skupi bb 0";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"ClusterPoliSEE";"Ecoplus - The business Agency of Lower Austria Ltd";"No";"Niederosterreichring 2";"3100";"St Polen";"Austria";"http://www.southeast-europe.net/hu/";"";"";"AT Austria / ÖSTERREICH";"AT1  / OSTÖSTERREICH";"AT12  / Niederösterreich";"AT123  / Sankt Pölten";"3100, St Polen, Austria";"3100";"St Polen, Austria";"196215475";"W";"St Clems Reserve";NA;NA;"3109";NA;"Victoria";"Australia";"leisure";"park";145,167380714538;-37,7977645;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"st polen";"Austria";"Australia";"Australia"
"2007 - 2013 South East Europe";"AGRO-START";"Federation of the Farmers in the Republic of Macedonia (FFRM)";"No";"3 Gigo Mihajlovski, Str.,";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"Attract-SEE";"Network of Associations of Local Authorities in South-East Europe";"No";"42/7 Partizanski Odredi";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"GuardEn";"THESSALONICA AGRICULTURAL AND INDUSTRIAL INSTITUTE";"No";"12 MARINOU ANTYPA";"55102";"Thessalonica";"Greece";"http://www.southeast-europe.net/hu/";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL5  / ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA)";"EL52  / Κεντρική Μακεδονία (Kentriki Makedonia)";"EL522  / Θεσσαλονίκη (Thessaloniki)";"55102, Thessalonica, Greece";"55102";"Thessalonica, Greece";"18300149";"W";"Greene Avenue North";NA;NA;"55128";"Oakdale";"Minnesota";"United States of America";"highway";"residential";-92,970241;44,965912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"thessalonica";"Greece";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"PPP4Broadband";"Center for Knowledge Management";"No";"7A Blagoja Gojan";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.southeast-europe.net/hu/";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
"2007 - 2013 South East Europe";"RE-SEEties";"City of Skopje";"No";"bb Ilindendska";"1000";"Skopje";"Former Yugoslav Republic Of Macedonia";"http://www.re-seeties.eu";"";"";"MK the former Yugoslav Republic of Macedonia (FYROM) / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK0  / PORANEŠNA JUGOSLOVENSKA REPUBLIKA MAKEDONIJA";"MK00  / Poranešna jugoslovenska Republika Makedonija";"MK008  / Skopski";"1000, Skopje, Former Yugoslav Republic Of Macedonia";"1000";"Skopje, Former Yugoslav Republic Of Macedonia";"3059147268";"N";"Permanent Mission of the former Yugoslav Republic of Macedonia to the United Nations";"866";"1st Avenue";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,9659336;40,7523498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"skopje";"Former Yugoslav Republic Of Macedonia";"United States of America";"United States of America"
